Number,Symbol,Name,Industry,Market Cap
463,ARQQ,Arqit Quantum,Software-Infrastructure,1885146100
464,ARQT,Arcutis Biotherapeutics,Biotechnology,1024735281
465,ARR,ARMOUR Residential REIT,Mortgage Real Estate Investment Trust...,808730879
466,ARRW,Arrowroot Acquisition,Blank Check / SPAC,351109375
467,ARRY,Array Technologies,Solar,1629206647
468,ARTA,Artisan Acquisition,Blank Check / SPAC,433468666
469,ARTE,Artemis Strategic Investment,Blank Check / SPAC,250807323
470,ARTL,Artelo Biosciences,Pharmaceuticals,19251185
471,ARTNA,Artesian Resources,Water Utilities,462993146
472,ARTW,Art's-Way Manufacturing Co.,Machinery,25782471
473,ARVL,Arrival,Auto Manufacturers,2356067326
474,ARVN,Arvinas,Pharmaceuticals,3714322651
475,ARW,Arrow Electronics,"Electronic Equipment, Instruments & C...",7850131968
476,ARWR,Arrowhead Pharmaceuticals,Biotechnology,5188632049
477,ARYD,ARYA Sciences Acquisition IV,Blank Check / SPAC,188027690
478,ARYE,Arya Sciences Acquisition V,Blank Check / SPAC,186492770
479,ASA,ASA Gold and Precious Metals,Capital Markets,440774192
480,ASAI,Sendas Distribuidora,Food & Staples Retailing,4757303797
481,ASAN,Asana,Software,7566320120
482,ASAQ,Atlantic Street Acquisition,Blank Check / SPAC,308124990
483,ASAX,Astrea Acquisition,Blank Check / SPAC,215526750
484,ASB,Associated Banc-Corp,Banks,3363907065
485,ASC,Ardmore Shipping,"Oil, Gas & Consumable Fuels",157730301
486,ASCA,A SPAC I Acquisition,Blank Check / SPAC,81681600
487,ASGN,ASGN Incorporated,Professional Services,6089316236
488,ASH,Ashland Global Holdings,Chemicals,5558284769
489,ASIX,AdvanSix,Chemicals,1442517860
490,ASLE,AerSale,Airports & Air Services,839931641
491,ASLN,ASLAN Pharmaceuticals,Biotechnology,62770231
492,ASM,Avino Silver & Gold Mines,Metals & Mining,109752199
493,ASMB,Assembly Biosciences,Biotechnology,99128024
494,ASML,ASML Holding,Semiconductors & Semiconductor Equipment,2.77748E+11
495,ASND,Ascendis Pharma,Biotechnology,6603065300
496,ASO,Academy Sports and Outdoors,Specialty Retail,3382109170
497,ASPA,Abri SPAC I,Blank Check / SPAC,73873800
498,ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,284625000
499,ASPN,Aspen Aerogels,Energy Equipment & Services,1249916770
500,ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,181833183
501,ASPU,Aspen Group,Diversified Consumer Services,34007040
502,ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6813300000
503,ASRT,Assertio Holdings,Pharmaceuticals,126929039
504,ASRV,AmeriServ Financial,Banks,69443453
505,ASTC,Astrotech,Aerospace & Defense,34886731
506,ASTE,Astec Industries,Machinery,970127393
507,ASTL,Algoma Steel Group,Steel,1744424831
508,ASTR,Astra Space,Aerospace & Defense,1113337727
509,ASTS,AST SpaceMobile,Telecom Services,1922402678
510,ASUR,Asure Software,Software,115602526
511,ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,15483985918
512,ASXC,Asensus Surgical,Medical Devices,141844800
513,ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,140863197
514,ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1930030077
515,ATA,Americas Technology Acquisition,Blank Check / SPAC,148334989
516,ATAI,ATAI Life Sciences,Biotechnology,854971837
517,ATAK,Aurora Technology Acquisition,Blank Check / SPAC,256126499
518,ATAQ,Altimar Acquisition III,Blank Check / SPAC,189792616
519,ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,399020637
520,ATC,Atotech,Electronic Components,4405970412
521,ATCO,Atlas,Marine,3641180920
522,ATCX,Atlas Technical Consultants,Engineering & Construction,443892285
523,ATEC,Alphatec Holdings,Health Care Equipment & Supplies,1286249338
524,ATEK,Athena Technology Acquisition II,Blank Check / SPAC,344705880
525,ATEN,A10 Networks,Software,1080980731
526,ATER,Aterian,"Furnishings, Fixtures & Appliances",144678078
527,ATEX,Anterix,Wireless Telecommunication Services,1073829097
528,ATGE,Adtalem Global Education,Diversified Consumer Services,1544023138
529,ATHA,Athira Pharma,Biotechnology,500400543
530,ATHE,Alterity Therapeutics,Biotechnology,37008383
531,ATHM,Autohome,Interactive Media & Services,4374496766
532,ATHX,Athersys,Biotechnology,145656063
533,ATI,Allegheny Technologies,Metals & Mining,3370814973
534,ATIF,ATIF Holdings,Professional Services,34884218
535,ATIP,ATI Physical Therapy,Medical Care Facilities,381009023
536,ATKR,Atkore,Electrical Equipment,4413391777
537,ATLC,Atlanticus Holdings,Consumer Finance,765822960
538,ATLO,Ames National,Banks,225576712
539,ATNF,180 Life Sciences,Biotechnology,86061742
540,ATNI,ATN International,Diversified Telecommunication Services,635726384
541,ATNM,Actinium Pharmaceuticals,Biotechnology,113598720
542,ATNX,Athenex,Biotechnology,93661663
543,ATO,Atmos Energy,Gas Utilities,16442798998
544,ATOM,Atomera,Semiconductors & Semiconductor Equipment,302240156
545,ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,157013760
546,ATR,AptarGroup,Containers & Packaging,7802570216
547,ATRA,Atara Biotherapeutics,Biotechnology,884428093
548,ATRC,AtriCure,Health Care Equipment & Supplies,3038222533
549,ATRI,Atrion,Health Care Equipment & Supplies,1274017662
550,ATRO,Astronics,Aerospace & Defense,413175391
551,ATRS,Antares Pharma,Health Care Equipment & Supplies,685527228
552,ATSG,Air Transport Services Group,Air Freight & Logistics,2422606080
553,ATSP,Archimedes Tech SPAC Partners Co.,Blank Check / SPAC,153368000
554,ATTO,Atento,Commercial Services & Supplies,396460555
555,ATUS,Altice USA,Media,5595941369
556,ATVC,Tribe Capital Growth I,Blank Check / SPAC,337065019
557,ATVI,Activision Blizzard,Entertainment,62981492682
558,ATXI,Avenue Therapeutics,Pharmaceuticals,9344889
559,ATXS,Astria Therapeutics,Biotechnology,84350160
560,ATY,AcuityAds Holdings,Interactive Media & Services,186665501
561,AU,AngloGold Ashanti,Metals & Mining,10415533052
562,AUB,Atlantic Union Bankshares,Banks,2765600992
563,AUBN,Auburn National Bancorporation,Banks,115497294
564,AUD,Audacy,Media,415946142
565,AUDC,AudioCodes,Communications Equipment,818601072
566,AUGX,Augmedix,Health Information Services,99082975
567,AUID,Ipsidy,Software-Infrastructure,112126564
568,AUMN,Golden Minerals Company,Metals & Mining,83856223
569,AUPH,Aurinia Pharmaceuticals,Biotechnology,1783423860
570,AUR,Aurora Innovation,Information Technology Services,6541680122
571,AURA,Aura Biosciences,Biotechnology,638687992
572,AURC,Aurora Acquisition,Blank Check / SPAC,342638944
573,AUS,Austerlitz Acquisition I,Blank Check / SPAC,965999739
574,AUTL,Autolus Therapeutics,Biotechnology,385449500
575,AUTO,AutoWeb,Interactive Media & Services,32036507
576,AUUD,Auddia,Software-Application,27440465
577,AUVI,Applied UV,Building Products,19763550
578,AUY,Yamana Gold,Metals & Mining,5555852283
579,AVA,Avista,Multi-Utilities,3274446312
580,AVAC,Avalon Acquisition,Blank Check / SPAC,259390943
581,AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,631783422
582,AVAL,Grupo Aval Acciones y Valores,Banks,5146587646
583,AVAN,Avanti Acquisition,Blank Check / SPAC,740249980
584,AVAV,AeroVironment,Aerospace & Defense,2348920015
585,AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,35558498116
586,AVCO,Avalon GloboCare,Health Care Providers & Services,62808835
587,AVCT,American Virtual Cloud Technologies,IT Services,89054496
588,AVD,American Vanguard,Chemicals,653244728
589,AVDL,Avadel Pharmaceuticals,Pharmaceuticals,410273790
590,AVDX,AvidXchange Holdings,Software-Infrastructure,1738070648
591,AVEO,AVEO Pharmaceuticals,Biotechnology,191334590
592,AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.55984E+11
593,AVGR,Avinger,Health Care Equipment & Supplies,19163554
594,AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124374999
595,AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1583012329
596,AVIR,Atea Pharmaceuticals,Pharmaceuticals,590901760
597,AVLR,Avalara,Software,8886889437
598,AVNS,Avanos Medical,Health Care Equipment & Supplies,1640988274
599,AVNT,Avient,Chemicals,4451453938
600,AVNW,Aviat Networks,Communications Equipment,336039000
601,AVO,Mission Produce,Farm Products,913265333
602,AVPT,AvePoint,Software-Infrastructure,975781117
603,AVRO,Avrobio,Biotechnology,54620375
604,AVT,Avnet,"Electronic Equipment, Instruments & C...",3946648547
605,AVTE,Aerovate Therapeutics,Biotechnology,388125328
606,AVTR,Avantor,Life Sciences Tools & Services,20854804449
607,AVTX,Avalo Therapeutics,Biotechnology,98266135
608,AVXL,Anavex Life Sciences,Biotechnology,962850685
609,AVY,Avery Dennison,Containers & Packaging,14415470486
610,AVYA,Avaya Holdings,Software,1133787518
611,AWH,Aspira Women's Health,Health Care Equipment & Supplies,117733343
612,AWI,Armstrong World Industries,Building Products,4352924582
613,AWK,American Water Works Company,Water Utilities,30687174493
614,AWR,American States Water Company,Water Utilities,3427055304
615,AWRE,Aware,Software,64277631
616,AWX,Avalon Holdings,Commercial Services & Supplies,12712141
617,AX,Axos Financial,Thrifts & Mortgage Finance,2738872318
618,AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,199782500
619,AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,98222423
620,AXGN,Axogen,Health Care Equipment & Supplies,341048832
621,AXH,Industrial Human Capital,Blank Check / SPAC,144037500
622,AXL,American Axle & Manufacturing Holdings,Auto Components,881472892
623,AXLA,Axcella Health,Biotechnology,134456064
624,AXNX,Axonics,Health Care Equipment & Supplies,3024969682
625,AXON,Axon Enterprise,Aerospace & Defense,9881523128
626,AXP,American Express Company,Consumer Finance,1.41742E+11
627,AXR,AMREP,Commercial Services & Supplies,89577077
628,AXS,AXIS Capital Holdings,Insurance,5172823537
629,AXSM,Axsome Therapeutics,Pharmaceuticals,1689507418
630,AXTA,Axalta Coating Systems,Chemicals,5620061165
631,AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,296427450
632,AXU,Alexco Resource,Commercial Services & Supplies,256041006
633,AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3932411644
634,AYI,Acuity Brands,Electrical Equipment,6692678001
635,AYLA,Ayala Pharmaceuticals,Biotechnology,55476776
636,AYRO,"AYRO, Inc.",Auto Manufacturers,46506600
637,AYTU,Aytu BioPharma,Pharmaceuticals,35349092
638,AYX,Alteryx,Software,5045698043
639,AZ,A2Z Smart Technologies,Aerospace & Defense,152715004
640,AZEK,The AZEK Company,Building Products,3851218166
641,AZN,AstraZeneca,Pharmaceuticals,2.07563E+11
642,AZO,AutoZone,Specialty Retail,39191849564
643,AZPN,Aspen Technology,Software,11129887686
644,AZRE,Azure Power Global,Independent Power and Renewable Elect...,1121543037
645,AZTA,Azenta,Medical Instruments & Supplies,6358869995
646,AZUL,Azul S.A.,Airlines,1826348029
647,AZYO,Aziyo Biologics,Medical Devices,85148008
648,AZZ,AZZ Inc.,Electrical Equipment,1228214898
649,B,Barnes Group,Machinery,2035899111
650,BA,The Boeing Company,Aerospace & Defense,1.12622E+11
651,BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,3.1687E+11
652,BAC,Bank of America,Banks,3.29853E+11
653,BACA,Berenson Acquisition I,Blank Check / SPAC,335278105
654,BAFN,BayFirst Financial,Banks-Regional,91845131
655,BAH,Booz Allen Hamilton Holding,IT Services,11901271980
656,BAK,Braskem,Chemicals,7510882804
657,BALY,Bally's,"Hotels, Restaurants & Leisure",1560617708
658,BAM,Brookfield Asset Management,Capital Markets,89696362472
659,BANC,Banc of California,Banks,1217006714
660,BAND,Bandwidth,Diversified Telecommunication Services,851526206
661,BANF,BancFirst,Banks,2722044652
662,BANR,Banner,Banks,1989733475
663,BANX,StoneCastle Financial,Capital Markets,150777391
664,BAOS,Baosheng Media Group Holdings,Advertising Agencies,17266796
665,BAP,Credicorp,Banks,13599336432
666,BARK,The Original BARK Company,Specialty Retail,640550845
667,BASE,Couchbase,Software-Infrastructure,747211375
668,BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",320858640
669,BAX,Baxter International,Health Care Equipment & Supplies,39541219317
670,BB,BlackBerry,Software,3872313337
671,BBAI,BigBear.ai Holdings,Information Technology Services,1133331709
672,BBAR,Banco BBVA Argentina,Banks,753634493
673,BBBY,Bed Bath & Beyond,Specialty Retail,2200353022
674,BBCP,Concrete Pumping Holdings,Construction & Engineering,368245819
675,BBD,Banco Bradesco,Banks,49636962299
676,BBDC,Barings BDC,Capital Markets,1166560124
677,BBGI,Beasley Broadcast Group,Media,51994104
678,BBI,Brickell Biotech,Biotechnology,31372275
679,BBIG,Vinco Ventures,Leisure,564900029
680,BBIO,BridgeBio Pharma,Biotechnology,1601546875
681,BBLG,Bone Biologics,Medical Devices,26911560
682,BBLN,Babylon Holdings,Health Information Services,1616413566
683,BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",159186064
684,BBSI,Barrett Business Services,Professional Services,579327607
685,BBU,Brookfield Business Partners,Construction & Engineering,2267778443
686,BBUC,Brookfield Business,Asset Management,0
687,BBVA,Banco Bilbao Vizcaya Argentaria,Banks,38111502332
688,BBW,Build-A-Bear Workshop,Specialty Retail,286063056
689,BBWI,Bath & Body Works,Specialty Retail,11338668030
690,BBY,Best Buy Co.,Specialty Retail,20356106188
691,BC,Brunswick,Leisure Products,6150579707
692,BCAB,BioAtla,Biotechnology,187725646
693,BCAC,Brookline Capital Acquisition,Blank Check / SPAC,74976932
694,BCBP,BCB Bancorp,Banks,309967840
695,BCC,Boise Cascade Company,Paper & Forest Products,2786169791
696,BCDA,BioCardia,Biotechnology,35261014
697,BCE,"BCE, Inc.",Diversified Telecommunication Services,51128254409
698,BCEL,Atreca,Biotechnology,116674685
699,BCH,Banco de Chile,Banks,10889631737
700,BCLI,Brainstorm Cell Therapeutics,Biotechnology,120769318
701,BCML,BayCom,Banks,299766158
702,BCO,The Brink's Company,Commercial Services & Supplies,3246263543
703,BCOR,Blucora,Capital Markets,956379004
704,BCOV,Brightcove,IT Services,323169915
705,BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,69764640
706,BCPC,Balchem,Chemicals,4500428286
707,BCRX,BioCryst Pharmaceuticals,Biotechnology,3063542513
708,BCS,Barclays,Banks,33437300735
709,BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,410327440
710,BCSF,Bain Capital Specialty Finance,Capital Markets,1017501879
711,BCTX,BriaCell Therapeutics,Biotechnology,158773150
712,BCYC,Bicycle Therapeutics,Biotechnology,1285763184
713,BDC,Belden,"Electronic Equipment, Instruments & C...",2471399628
714,BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",62677395
715,BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,2425083642
716,BDR,Blonder Tongue Laboratories,Communications Equipment,7252711
717,BDSX,Biodesix,Diagnostics & Research,60111168
718,BDTX,Black Diamond Therapeutics,Biotechnology,99746622
719,BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,74726137762
720,BE,Bloom Energy,Electrical Equipment,4416660463
721,BEAM,Beam Therapeutics,Beverages,4120381664
722,BEAT,HeartBeam,Health Information Services,14485179
723,BECN,Beacon Roofing Supply,Trading Companies & Distributors,4192488680
724,BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,67951359
725,BEEM,Beam Global,Electrical Equipment,218994127
726,BEKE,KE Holdings,Real Estate Management & Development,20983197692
727,BELFA,Bel Fuse,Electronic Components,230099100
728,BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",222875712
729,BEN,Franklin Resources,Capital Markets,14024323068
730,BENE,Benessere Capital Acquisition,Blank Check / SPAC,152810377
731,BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,26312982500
732,BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,7497127934
733,BERY,Berry Global Group,Containers & Packaging,8036819940
734,BEST,BEST Inc.,Air Freight & Logistics,256045103
735,BF.A,Brown-Forman,Beverages,31801614313
736,BF.B,Brown-Forman,Beverages,31765131221
737,BFAC,Battery Future Acquisition,Blank Check / SPAC,426532346
738,BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,8038544822
739,BFC,Bank First,Banks,548919213
740,BFI,BurgerFi International,Restaurants,84478293
741,BFIN,BankFinancial,Banks,139296734
742,BFLY,Butterfly Network,Medical Devices,1053313086
743,BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,52846560
744,BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1788528352
745,BFST,Business First Bancshares,Banks,538882161
746,BG,Bunge,Food Products,16097314734
747,BGCP,BGC Partners,Capital Markets,1646519807
748,BGFV,Big 5 Sporting Goods,Specialty Retail,363293713
749,BGI,Birks Group,Specialty Retail,98059615
750,BGNE,BeiGene,Biotechnology,21581268976
751,BGRY,Berkshire Grey,Specialty Industrial Machinery,726281213
